ID Pedido,UID Cliente,Nome do cliente,NF Certa - PDF,NF Certa - XML,Número NF,Chave de Acesso,Valor NF,Data Emissão NF
300586,8979f0dd-41b7-4868-807c-6f23de6e00ef,Nik's Auto Center Group,https://drive.google.com/file/d/1Lycdsm2qn9S6NiEI60BN5fA_dKa7RP7S/view?usp=drive_link,https://drive.google.com/file/d/1_iWyzdgE_nccC8OtzxG1X_TTOrdXbC2g/view?usp=drive_link,91.116,3524 1137 1994 0600 0155 5500 3000 0911 1612 7224 1955,"8.982,38",11/11/2024
300255,c83627ab-a7a1-49a2-998c-5c7062630367,NT Mecânica,https://drive.google.com/file/d/1amiWUW_o5VyxrEy4pFiu-BaryDJ03QB5/view?usp=sharing,https://drive.google.com/file/d/1EKeU_dVXEBo82ghZ-fKX8FSkespTY4GL/view?usp=sharing,91.245,3524 1137 1994 0600 0155 5500 3000 0912 4511 4518 9749,"2.813,82",11/11/2024
300031,dbf86494-1848-4a0e-a105-c6c190ca83be,Top Comercial ltda Amalfi,https://drive.google.com/file/d/1TnhwGvTKEobcjYpvWPWbFbY2c1p_iq_k/view?usp=drive_link,https://drive.google.com/file/d/1lOsPFtLtHY97a9pIMgtHK7ZcZF6ANJuV/view?usp=drive_link,91.874,3524 1137 1994 0600 0155 5500 3000 0918 7410 2174 3790,"8.178,98",12/11/2024
298904,c5647c57-b702-45a2-9244-dbb20efa1e6e,Oliver Car Soluções Automotivas,https://drive.google.com/file/d/1S-4b0t4NzZzERCbx3pOevOlGFVcM7uX1/view?usp=drive_link,https://drive.google.com/file/d/1QIPLLfobvwXssZCeK6r1EP5oQfd6jM18/view?usp=drive_link,91.881,"3524 1137 1994 0600 0155 5500 3000 0918 8117 9938 3500","2.773,98",12/11/2024
300117,881ebda8-41be-4397-9a9e-ab907f912eba,Speed Raccing,https://drive.google.com/file/d/1ddElhAtDKTsUawkwC_3bLBOECMy5W94q/view?usp=drive_link,https://drive.google.com/file/d/1isunb596cxaCTXc40cIfP3D6_giGpmTr/view?usp=drive_link,91.885,"3524 1137 1994 0600 0155 5500 3000 0918 8511 6608 6653","3.600,74",12/11/2024
295705,28bca8bb-7ec6-4154-ad28-fc940fc7af36,SQUADRA MOOCA SERVIÇOS AUTOMOTIVOS E TREINAMENTOS LTDA,https://drive.google.com/file/d/16TrSM5Mk0s_jwPq8FX9Sy6Vk_RH4EZ1W/view?usp=drive_link,https://drive.google.com/file/d/1TVaYLIpBix-YqMYqqPtECl4Va2qhQiEr/view?usp=drive_link,91.886,"3524 1137 1994 0600 0155 5500 3000 0918 8618 4358 0473","1.970,61",12/11/2024
